0.000000e+00	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	
2.500000e-05	-6.500125e-02	-6.500125e-02	-6.500125e-02	-6.500125e-02	-6.500125e-02	-6.469100e-02	-6.500125e-02	-6.469100e-02	-6.469100e-02	-6.500125e-02	
5.000000e-05	-6.500175e-02	-6.500175e-02	-6.500175e-02	-6.500175e-02	-6.500175e-02	-6.444847e-02	-6.500175e-02	-6.444847e-02	-6.444847e-02	-6.500175e-02	
7.500000e-05	-6.500240e-02	-6.500240e-02	-6.500240e-02	-6.500240e-02	-6.500240e-02	-6.424519e-02	-6.500240e-02	-6.424519e-02	-6.424519e-02	-6.500240e-02	
1.000000e-04	-6.500316e-02	-6.500316e-02	-6.500316e-02	-6.500316e-02	-6.500316e-02	-6.406615e-02	-6.500316e-02	-6.406615e-02	-6.406615e-02	-6.500316e-02	
1.250000e-04	-6.500397e-02	-6.500397e-02	-6.500397e-02	-6.500397e-02	-6.500397e-02	-6.390324e-02	-6.500397e-02	-6.390324e-02	-6.390324e-02	-6.500397e-02	
1.500000e-04	-6.500481e-02	-6.500481e-02	-6.500481e-02	-6.500481e-02	-6.500481e-02	-6.375196e-02	-6.500481e-02	-6.375196e-02	-6.375196e-02	-6.500481e-02	
1.750000e-04	-6.500569e-02	-6.500569e-02	-6.500569e-02	-6.500569e-02	-6.500569e-02	-6.360974e-02	-6.500569e-02	-6.360974e-02	-6.360974e-02	-6.500569e-02	
2.000000e-04	-6.500658e-02	-6.500658e-02	-6.500658e-02	-6.500658e-02	-6.500658e-02	-6.347501e-02	-6.500658e-02	-6.347501e-02	-6.347501e-02	-6.500658e-02	
2.250000e-04	-6.500749e-02	-6.500749e-02	-6.500749e-02	-6.500749e-02	-6.500749e-02	-6.334679e-02	-6.500749e-02	-6.334679e-02	-6.334679e-02	-6.500749e-02	
2.500000e-04	-6.500842e-02	-6.500842e-02	-6.500842e-02	-6.500842e-02	-6.500842e-02	-6.322438e-02	-6.500842e-02	-6.322438e-02	-6.322438e-02	-6.500842e-02	
2.750000e-04	-6.500936e-02	-6.500936e-02	-6.500936e-02	-6.500936e-02	-6.500936e-02	-6.310724e-02	-6.500936e-02	-6.310724e-02	-6.310724e-02	-6.500936e-02	
3.000000e-04	-6.501031e-02	-6.501031e-02	-6.501031e-02	-6.501031e-02	-6.501031e-02	-6.299496e-02	-6.501031e-02	-6.299496e-02	-6.299496e-02	-6.501031e-02	
3.250000e-04	-6.501127e-02	-6.501127e-02	-6.501127e-02	-6.501127e-02	-6.501127e-02	-6.288718e-02	-6.501127e-02	-6.288718e-02	-6.288718e-02	-6.501127e-02	
3.500000e-04	-6.501224e-02	-6.501224e-02	-6.501224e-02	-6.501224e-02	-6.501224e-02	-6.278358e-02	-6.501224e-02	-6.278358e-02	-6.278358e-02	-6.501224e-02	
3.750000e-04	-6.501322e-02	-6.501322e-02	-6.501322e-02	-6.501322e-02	-6.501322e-02	-6.268387e-02	-6.501322e-02	-6.268387e-02	-6.268387e-02	-6.501322e-02	
4.000000e-04	-6.501421e-02	-6.501421e-02	-6.501421e-02	-6.501421e-02	-6.501421e-02	-6.258780e-02	-6.501421e-02	-6.258780e-02	-6.258780e-02	-6.501421e-02	
4.250000e-04	-6.501521e-02	-6.501521e-02	-6.501521e-02	-6.501521e-02	-6.501521e-02	-6.249513e-02	-6.501521e-02	-6.249513e-02	-6.249513e-02	-6.501521e-02	
4.500000e-04	-6.501621e-02	-6.501621e-02	-6.501621e-02	-6.501621e-02	-6.501621e-02	-6.240562e-02	-6.501621e-02	-6.240562e-02	-6.240562e-02	-6.501621e-02	
4.750000e-04	-6.501722e-02	-6.501722e-02	-6.501722e-02	-6.501722e-02	-6.501722e-02	-6.231909e-02	-6.501722e-02	-6.231909e-02	-6.231909e-02	-6.501722e-02	
5.000000e-04	-6.501824e-02	-6.501824e-02	-6.501824e-02	-6.501824e-02	-6.501824e-02	-6.223533e-02	-6.501824e-02	-6.223533e-02	-6.223533e-02	-6.501824e-02	
5.250000e-04	-6.501926e-02	-6.501926e-02	-6.501926e-02	-6.501926e-02	-6.501926e-02	-6.215417e-02	-6.501926e-02	-6.215417e-02	-6.215417e-02	-6.501926e-02	
5.500000e-04	-6.502029e-02	-6.502029e-02	-6.502029e-02	-6.502029e-02	-6.502029e-02	-6.207543e-02	-6.502029e-02	-6.207543e-02	-6.207543e-02	-6.502029e-02	
5.750000e-04	-6.502132e-02	-6.502132e-02	-6.502132e-02	-6.502132e-02	-6.502132e-02	-6.199897e-02	-6.502132e-02	-6.199897e-02	-6.199897e-02	-6.502132e-02	
6.000000e-04	-6.502236e-02	-6.502236e-02	-6.502236e-02	-6.502236e-02	-6.502236e-02	-6.192464e-02	-6.502236e-02	-6.192464e-02	-6.192464e-02	-6.502236e-02	
6.250000e-04	-6.502340e-02	-6.502340e-02	-6.502340e-02	-6.502340e-02	-6.502340e-02	-6.185231e-02	-6.502340e-02	-6.185231e-02	-6.185231e-02	-6.502340e-02	
6.500000e-04	-6.502444e-02	-6.502444e-02	-6.502444e-02	-6.502444e-02	-6.502444e-02	-6.178184e-02	-6.502444e-02	-6.178184e-02	-6.178184e-02	-6.502444e-02	
6.750000e-04	-6.502549e-02	-6.502549e-02	-6.502549e-02	-6.502549e-02	-6.502549e-02	-6.171312e-02	-6.502549e-02	-6.171312e-02	-6.171312e-02	-6.502549e-02	
7.000000e-04	-6.502654e-02	-6.502654e-02	-6.502654e-02	-6.502654e-02	-6.502654e-02	-6.164604e-02	-6.502654e-02	-6.164604e-02	-6.164604e-02	-6.502654e-02	
7.250000e-04	-6.502760e-02	-6.502760e-02	-6.502760e-02	-6.502760e-02	-6.502760e-02	-6.158050e-02	-6.502760e-02	-6.158050e-02	-6.158050e-02	-6.502760e-02	
7.500000e-04	-6.502865e-02	-6.502865e-02	-6.502865e-02	-6.502865e-02	-6.502865e-02	-6.151639e-02	-6.502865e-02	-6.151639e-02	-6.151639e-02	-6.502865e-02	
7.750000e-04	-6.502971e-02	-6.502971e-02	-6.502971e-02	-6.502971e-02	-6.502971e-02	-6.145364e-02	-6.502971e-02	-6.145364e-02	-6.145364e-02	-6.502971e-02	
8.000000e-04	-6.503077e-02	-6.503077e-02	-6.503077e-02	-6.503077e-02	-6.503077e-02	-6.139215e-02	-6.503077e-02	-6.139215e-02	-6.139215e-02	-6.503077e-02	
8.250000e-04	-6.503183e-02	-6.503183e-02	-6.503183e-02	-6.503183e-02	-6.503183e-02	-6.133185e-02	-6.503183e-02	-6.133185e-02	-6.133185e-02	-6.503183e-02	
8.500000e-04	-6.503290e-02	-6.503290e-02	-6.503290e-02	-6.503290e-02	-6.503290e-02	-6.127267e-02	-6.503290e-02	-6.127267e-02	-6.127267e-02	-6.503290e-02	
8.750000e-04	-6.503396e-02	-6.503396e-02	-6.503396e-02	-6.503396e-02	-6.503396e-02	-6.121452e-02	-6.503396e-02	-6.121452e-02	-6.121452e-02	-6.503396e-02	
9.000000e-04	-6.503503e-02	-6.503503e-02	-6.503503e-02	-6.503503e-02	-6.503503e-02	-6.115737e-02	-6.503503e-02	-6.115737e-02	-6.115737e-02	-6.503503e-02	
